input,output
POWER=2 TOUGHNESS=3,MANA={1}{U}{R}
POWER=1 TOUGHNESS=1,MANA={1}{B}
POWER=1 TOUGHNESS=1,MANA={R}
POWER=6 TOUGHNESS=3,MANA={2}
POWER=1 TOUGHNESS=1,MANA={2}{G}
POWER=2 TOUGHNESS=3,MANA={U/B}{U/B}{U/B}
POWER=2 TOUGHNESS=2,MANA={2}{R}
POWER=2 TOUGHNESS=1,MANA={1}{R}
POWER=2 TOUGHNESS=2,MANA={1}{W}{U}
POWER=3 TOUGHNESS=3,MANA={2}{R}{R}
POWER=1 TOUGHNESS=1,MANA={2}{B}{B}
POWER=6 TOUGHNESS=6,MANA={2}{W}{W}
POWER=3 TOUGHNESS=2,MANA={G}
POWER=1 TOUGHNESS=1,MANA={B}
POWER=2 TOUGHNESS=1,MANA={1}{B}
POWER=1 TOUGHNESS=1,MANA={2}{B}
POWER=2 TOUGHNESS=2,MANA={3}
POWER=2 TOUGHNESS=2,MANA={2}{U}
POWER=0 TOUGHNESS=1,MANA={X}{G}
POWER=2 TOUGHNESS=4,MANA={3}{G}
POWER=* TOUGHNESS=*,MANA={5}{W}{W}
POWER=3 TOUGHNESS=3,MANA={4}{W}
POWER=1 TOUGHNESS=3,MANA={1}{W}
POWER=2 TOUGHNESS=2,MANA={1}{B}{B}
POWER=7 TOUGHNESS=7,MANA={2}{B}{B}{R}{R}{G}{G}
POWER=1 TOUGHNESS=5,MANA={3}{U}
POWER=0 TOUGHNESS=1,MANA={1}{B}
POWER=4 TOUGHNESS=4,MANA={3}{W}{W}
POWER=2 TOUGHNESS=2,MANA={3}{B}
POWER=1 TOUGHNESS=1,MANA={W}
POWER=2 TOUGHNESS=2,MANA={2}{W}
POWER=2 TOUGHNESS=1,MANA={2}{R}
POWER=3 TOUGHNESS=3,MANA={3}{W}
POWER=3 TOUGHNESS=4,MANA={2}{R}{W}
POWER=3 TOUGHNESS=3,MANA={2}{U}{U}
POWER=3 TOUGHNESS=3,MANA={3}{R}
POWER=3 TOUGHNESS=3,MANA={3}{G}
POWER=4 TOUGHNESS=4,MANA={2}{G}{G}
POWER=1 TOUGHNESS=1,MANA={2}{R}
POWER=2 TOUGHNESS=2,MANA={4}{W}
POWER=2 TOUGHNESS=3,MANA={2}{W}
POWER=2 TOUGHNESS=1,MANA={1}{U}
POWER=2 TOUGHNESS=2,MANA={3}{W}
POWER=1 TOUGHNESS=2,MANA={1}{R}
POWER=1 TOUGHNESS=1,MANA=
POWER=2 TOUGHNESS=3,MANA={2}{W}
POWER=1 TOUGHNESS=1,MANA={R}
POWER=* TOUGHNESS=*,MANA={4}{G}{G}{G}
POWER=3 TOUGHNESS=4,MANA={5}{W}
POWER=3 TOUGHNESS=1,MANA={1}{R}
POWER=6 TOUGHNESS=6,MANA={5}{G}{G}
POWER=5 TOUGHNESS=5,MANA={5}{R}
POWER=1 TOUGHNESS=2,MANA={2}{W}
POWER=1 TOUGHNESS=2,MANA={1}{W}
POWER=3 TOUGHNESS=3,MANA={1}{B}{G}{U}
POWER=2 TOUGHNESS=3,MANA={2}{G}
POWER=3 TOUGHNESS=1,MANA={1}{B}{B}
POWER=3 TOUGHNESS=3,MANA={2}{B}{B}
POWER=2 TOUGHNESS=3,MANA={2}{R}
POWER=1 TOUGHNESS=1,MANA={U}
POWER=1 TOUGHNESS=4,MANA={2}{W}
POWER=1 TOUGHNESS=3,MANA={1}{B}{R}
POWER=3 TOUGHNESS=3,MANA={1}{R}
POWER=2 TOUGHNESS=2,MANA={1}{W}
POWER=3 TOUGHNESS=3,MANA={5}
POWER=4 TOUGHNESS=3,MANA={3}{G}
POWER=4 TOUGHNESS=3,MANA={4}{R}{R}
POWER=2 TOUGHNESS=4,MANA={2}{G/U}{G/U}
POWER=2 TOUGHNESS=2,MANA={R}{W}
POWER=2 TOUGHNESS=4,MANA={3}{G}
POWER=2 TOUGHNESS=2,MANA={1}{W}{W}
POWER=2 TOUGHNESS=2,MANA={2}{G}
POWER=2 TOUGHNESS=2,MANA={2}{B}
POWER=2 TOUGHNESS=3,MANA={2}{U}
POWER=1 TOUGHNESS=3,MANA={1}{U}
POWER=2 TOUGHNESS=2,MANA={1}{G}{U}
POWER=2 TOUGHNESS=3,MANA={2}{R/G}
POWER=4 TOUGHNESS=4,MANA=
POWER=2 TOUGHNESS=1,MANA={2}
POWER=2 TOUGHNESS=1,MANA={1}{R}
POWER=0 TOUGHNESS=3,MANA={1}{R}
POWER=2 TOUGHNESS=2,MANA={1}{R}
POWER=3 TOUGHNESS=3,MANA={2}{U}{B}{R}
POWER=4 TOUGHNESS=3,MANA={3}{G}
POWER=2 TOUGHNESS=1,MANA={1}{R}
POWER=3 TOUGHNESS=4,MANA={2}{G}{G}
POWER=3 TOUGHNESS=3,MANA={4}{W}
POWER=1 TOUGHNESS=3,MANA={1}{W}
POWER=3 TOUGHNESS=4,MANA={3}{W}
POWER=6 TOUGHNESS=4,MANA={3}{B}{B}{B}
POWER=4 TOUGHNESS=4,MANA={3}{R}
POWER=1 TOUGHNESS=1,MANA={5}{G}
POWER=2 TOUGHNESS=2,MANA={3}{B}
POWER=3 TOUGHNESS=4,MANA={4}{W}
POWER=3 TOUGHNESS=4,MANA={3}{B}
POWER=2 TOUGHNESS=2,MANA=
POWER=3 TOUGHNESS=3,MANA={2}{B}
POWER=1 TOUGHNESS=1,MANA={1}{B}{B}
POWER=3 TOUGHNESS=2,MANA={2}{G}
POWER=3 TOUGHNESS=2,MANA={3}{U}
POWER=2 TOUGHNESS=2,MANA={2}{W}
POWER=4 TOUGHNESS=4,MANA={3}{U}{U}
POWER=3 TOUGHNESS=3,MANA={3}{G}
POWER=1 TOUGHNESS=1,MANA={1}{U}
POWER=2 TOUGHNESS=4,MANA={3}{B}
POWER=3 TOUGHNESS=3,MANA={2}{R}
POWER=3 TOUGHNESS=3,MANA={1}{R}{W}{B}
POWER=2 TOUGHNESS=2,MANA={2}
POWER=1 TOUGHNESS=4,MANA={3}{R} // {2}{R}
POWER=1 TOUGHNESS=1,MANA={1}{B}
POWER=3 TOUGHNESS=3,MANA={3}{G}
POWER=6 TOUGHNESS=5,MANA={4}{R}
POWER=2 TOUGHNESS=2,MANA={W}{W}
POWER=2 TOUGHNESS=1,MANA={1}{W}
POWER=2 TOUGHNESS=2,MANA={2}{B}
POWER=13 TOUGHNESS=13,MANA={13}
POWER=5 TOUGHNESS=5,MANA={2}{B}{B}
POWER=3 TOUGHNESS=3,MANA={9}
POWER=1 TOUGHNESS=4,MANA={2}{G}
POWER=2 TOUGHNESS=2,MANA={W}{W}
POWER=2 TOUGHNESS=2,MANA={W}{U}{B}
POWER=1 TOUGHNESS=1,MANA={3}{B}
POWER=4 TOUGHNESS=2,MANA={3}{B}
POWER=3 TOUGHNESS=2,MANA={2}{G}
POWER=2 TOUGHNESS=2,MANA={3}{U/B}
POWER=5 TOUGHNESS=3,MANA={2}{G}{G}{G}
POWER=5 TOUGHNESS=6,MANA={3}{W}
POWER=5 TOUGHNESS=4,MANA={4}{G}
POWER=5 TOUGHNESS=6,MANA={8}
POWER=* TOUGHNESS=3,MANA={2}{R}
POWER=2 TOUGHNESS=1,MANA={2}{R}
POWER=3 TOUGHNESS=3,MANA={2}{R}
POWER=2 TOUGHNESS=3,MANA={U}{B}
POWER=4 TOUGHNESS=3,MANA={4}{U}{U}
POWER=1 TOUGHNESS=2,MANA={W}
POWER=2 TOUGHNESS=1,MANA={B}{R}
POWER=1 TOUGHNESS=1,MANA={U}
POWER=2 TOUGHNESS=4,MANA={1}{W}{U}
POWER=5 TOUGHNESS=6,MANA={6}{U}
POWER=2 TOUGHNESS=2,MANA=
POWER=4 TOUGHNESS=4,MANA={3}{G}
POWER=2 TOUGHNESS=1,MANA={1}{U}
POWER=1 TOUGHNESS=1,MANA={1}{B}
POWER=3 TOUGHNESS=2,MANA={1}{R}{G}
POWER=4 TOUGHNESS=4,MANA={4}{B}{B}
POWER=2 TOUGHNESS=2,MANA={1}{G}{W}
POWER=3 TOUGHNESS=5,MANA={2}{W}{U}{B}
POWER=5 TOUGHNESS=5,MANA={3}{G}{G}
POWER=2 TOUGHNESS=1,MANA={1}{B}{B}
POWER=* TOUGHNESS=*,MANA={1}{W}{U}{G}
POWER=5 TOUGHNESS=5,MANA={2}{U}{B}{R}
POWER=3 TOUGHNESS=3,MANA={2}{B}{B}
POWER=1 TOUGHNESS=1,MANA={G}
POWER=2 TOUGHNESS=4,MANA={2}{U}{R}
POWER=5 TOUGHNESS=4,MANA={2}{G}{U}
POWER=2 TOUGHNESS=2,MANA={1}{G}
POWER=1 TOUGHNESS=1,MANA={1}{B}
POWER=5 TOUGHNESS=5,MANA={5}{W}
POWER=2 TOUGHNESS=1,MANA={1}{U}
POWER=0 TOUGHNESS=3,MANA={B}
POWER=3 TOUGHNESS=4,MANA={3}{W}{W}
POWER=2 TOUGHNESS=4,MANA={3}{B}
POWER=0 TOUGHNESS=0,MANA={3}{U}
POWER=2 TOUGHNESS=4,MANA={3}{G}{G}
POWER=3 TOUGHNESS=3,MANA={1}{G}{2/U}{2/R}
POWER=3 TOUGHNESS=3,MANA={3}{R}{R}
POWER=4 TOUGHNESS=4,MANA={5}{U}
POWER=1 TOUGHNESS=1,MANA={2}{G}
POWER=4 TOUGHNESS=2,MANA={2}{W}{W}
POWER=2 TOUGHNESS=2,MANA={3}
POWER=4 TOUGHNESS=4,MANA={5}
POWER=4 TOUGHNESS=2,MANA={3}{R}
POWER=0 TOUGHNESS=4,MANA={U} // {U}
POWER=6 TOUGHNESS=5,MANA={3}{U}{U}{B}{B}
POWER=5 TOUGHNESS=5,MANA={5}{W}
POWER=2 TOUGHNESS=2,MANA={2}{G}{G}
POWER=1 TOUGHNESS=2,MANA={W}
POWER=1 TOUGHNESS=1,MANA={2}{G}{W}{W}
POWER=3 TOUGHNESS=3,MANA={4}{U}
POWER=3 TOUGHNESS=2,MANA={2}{B} // {B}
POWER=3 TOUGHNESS=3,MANA={5}{W}
POWER=6 TOUGHNESS=5,MANA={4}{R}{R}
POWER=3 TOUGHNESS=2,MANA={4}{B}
POWER=2 TOUGHNESS=2,MANA={2}{B}
POWER=6 TOUGHNESS=6,MANA={4}{G}{G}
POWER=2 TOUGHNESS=3,MANA={3}{W}
POWER=2 TOUGHNESS=2,MANA={W}{W}
POWER=2 TOUGHNESS=2,MANA={3}{R}{W}
POWER=2 TOUGHNESS=3,MANA={2}{G}
POWER=3 TOUGHNESS=1,MANA={1}{B}
POWER=4 TOUGHNESS=2,MANA={3}{R}
POWER=3 TOUGHNESS=4,MANA={3}{G}
POWER=1 TOUGHNESS=2,MANA={B}
POWER=3 TOUGHNESS=3,MANA={4}{B}
POWER=4 TOUGHNESS=4,MANA={5}{R}
POWER=2 TOUGHNESS=4,MANA={U}{U/R}{R}
POWER=1 TOUGHNESS=1,MANA=
POWER=0 TOUGHNESS=0,MANA={2}
POWER=0 TOUGHNESS=2,MANA={2}{W}
POWER=2 TOUGHNESS=2,MANA={2}{U}
POWER=2 TOUGHNESS=2,MANA={3}{R}
POWER=3 TOUGHNESS=2,MANA={2}{G} // {G}
POWER=6 TOUGHNESS=2,MANA={4}{B}{B}
POWER=3 TOUGHNESS=1,MANA={1}{W}
POWER=1 TOUGHNESS=1,MANA={1}{R}
POWER=2 TOUGHNESS=3,MANA={3}{W}
POWER=2 TOUGHNESS=1,MANA={2}{R}
POWER=4 TOUGHNESS=2,MANA={2}{G}
POWER=1 TOUGHNESS=1,MANA={1}{B}
POWER=2 TOUGHNESS=2,MANA={3}{R}
POWER=1 TOUGHNESS=3,MANA={4}{W}{W}
POWER=4 TOUGHNESS=3,MANA={4}{U} // {2}{G}
POWER=4 TOUGHNESS=4,MANA={4}{G}{G}
POWER=5 TOUGHNESS=4,MANA={3}{U}{B}
POWER=2 TOUGHNESS=2,MANA={3}{W}
POWER=6 TOUGHNESS=6,MANA={W}{U}{B}{R}{G}
POWER=1 TOUGHNESS=2,MANA={B}{R}
POWER=2 TOUGHNESS=4,MANA={2}{B}
POWER=3 TOUGHNESS=4,MANA={1}{R/G}{R/G}{R/G}
POWER=2 TOUGHNESS=1,MANA={1}{G}
POWER=1 TOUGHNESS=1,MANA={2}
POWER=9 TOUGHNESS=9,MANA={3}{B}{R}
POWER=6 TOUGHNESS=5,MANA={3}{R}
POWER=2 TOUGHNESS=3,MANA={3}
POWER=0 TOUGHNESS=0,MANA={2}{U}
POWER=2 TOUGHNESS=1,MANA={1}{B}
POWER=2 TOUGHNESS=2,MANA={1}{W}{U}
POWER=2 TOUGHNESS=1,MANA={2}{U}
POWER=3 TOUGHNESS=3,MANA={1}{B}{G}
POWER=3 TOUGHNESS=3,MANA=
POWER=3 TOUGHNESS=4,MANA={4}{U}
POWER=3 TOUGHNESS=4,MANA={3}{G} // {1}{U}
POWER=2 TOUGHNESS=2,MANA={2}{G}
POWER=4 TOUGHNESS=3,MANA={3}{G}
POWER=1 TOUGHNESS=4,MANA={2}{W}
POWER=2 TOUGHNESS=2,MANA={1}{U}
POWER=3 TOUGHNESS=2,MANA={2}{B}
POWER=1 TOUGHNESS=1,MANA={1}{W}
POWER=2 TOUGHNESS=3,MANA={2}{B}{G}
POWER=3 TOUGHNESS=3,MANA={3}{R}
POWER=3 TOUGHNESS=3,MANA={2}{W}{W}
POWER=4 TOUGHNESS=3,MANA={5}{W}
POWER=1 TOUGHNESS=4,MANA={4}{U}
POWER=1 TOUGHNESS=1,MANA={W}
POWER=1 TOUGHNESS=1,MANA={G}
POWER=3 TOUGHNESS=4,MANA={3}{W}
POWER=1 TOUGHNESS=1,MANA={1}{W}
POWER=4 TOUGHNESS=4,MANA={3}{U}{U}
POWER=1 TOUGHNESS=1,MANA={W}
POWER=2 TOUGHNESS=2,MANA={2}{B}
POWER=2 TOUGHNESS=2,MANA={1}{B}{B}
POWER=2 TOUGHNESS=2,MANA={1}{W}
POWER=3 TOUGHNESS=5,MANA={2}{G}{W}
POWER=3 TOUGHNESS=4,MANA={R}{G}{W}
POWER=1 TOUGHNESS=1,MANA={1}{B}{B}
POWER=4 TOUGHNESS=4,MANA={5}{R}{R}
POWER=1 TOUGHNESS=1,MANA={R}
POWER=3 TOUGHNESS=3,MANA={2}{W}
POWER=1 TOUGHNESS=1,MANA={W}
POWER=2 TOUGHNESS=1,MANA={1}{R}
POWER=3 TOUGHNESS=1,MANA={R}
POWER=0 TOUGHNESS=0,MANA={X}{X}
POWER=* TOUGHNESS=*,MANA=
POWER=1 TOUGHNESS=1.5,MANA={2}{G}
POWER=5 TOUGHNESS=5,MANA={W}{U}{B}{R}{G}
POWER=1 TOUGHNESS=1,MANA={2}{G}
POWER=1 TOUGHNESS=1,MANA={1}{G}
POWER=1 TOUGHNESS=1,MANA={1}{G}
POWER=3 TOUGHNESS=4,MANA={2}{R}{R}
POWER=3 TOUGHNESS=3,MANA={3}{B}
POWER=1 TOUGHNESS=3,MANA={B}{G}
POWER=4 TOUGHNESS=4,MANA={3}{U}{U}
POWER=1 TOUGHNESS=1,MANA={G}
POWER=1 TOUGHNESS=1,MANA={R/G}
POWER=2 TOUGHNESS=3,MANA={2}{B}
POWER=3 TOUGHNESS=3,MANA={1}{R}{G}
POWER=1 TOUGHNESS=1,MANA={W/U}
POWER=2 TOUGHNESS=2,MANA={3}{B}
POWER=6 TOUGHNESS=5,MANA={6}
POWER=2 TOUGHNESS=4,MANA={3}{G}
POWER=-1 TOUGHNESS=-0,MANA=
POWER=3 TOUGHNESS=3,MANA={B}{G}{U}
POWER=2 TOUGHNESS=1,MANA={G}
POWER=4 TOUGHNESS=6,MANA={4}{R}{R}
POWER=6 TOUGHNESS=5,MANA={5}
POWER=3 TOUGHNESS=3,MANA={3}
POWER=1 TOUGHNESS=1,MANA={2}{U}
POWER=1 TOUGHNESS=1,MANA={R}{R}
POWER=1 TOUGHNESS=1,MANA={R}
POWER=2 TOUGHNESS=2,MANA={2}{R} // {4}{W}
POWER=3 TOUGHNESS=3,MANA={3}{G}
POWER=2 TOUGHNESS=2,MANA={1}{R}
POWER=1 TOUGHNESS=1,MANA=
POWER=3 TOUGHNESS=3,MANA={3}{W}{B}
POWER=3 TOUGHNESS=2,MANA={R}{G}
POWER=1 TOUGHNESS=1,MANA={1}{U}
POWER=1 TOUGHNESS=2,MANA={2}{G}
POWER=1 TOUGHNESS=1,MANA={2}{R}
POWER=2 TOUGHNESS=2,MANA={3}{G}
POWER=2 TOUGHNESS=2,MANA={W}{W}
POWER=2 TOUGHNESS=2,MANA={2}{G}
POWER=1 TOUGHNESS=3,MANA={2}{G}{G}
POWER=1 TOUGHNESS=1,MANA={2}{G}
POWER=2 TOUGHNESS=2,MANA={G}{W}
POWER=1 TOUGHNESS=2,MANA={B}{B}
POWER=5 TOUGHNESS=5,MANA={3}{G}{G}
POWER=2 TOUGHNESS=2,MANA={4}
POWER=3 TOUGHNESS=5,MANA={2}{G}{U}
POWER=3 TOUGHNESS=3,MANA={4}{W}
POWER=8 TOUGHNESS=5,MANA={6}{G}
POWER=1 TOUGHNESS=1,MANA={R}
POWER=3 TOUGHNESS=3,MANA={3}{U}{U}
POWER=3 TOUGHNESS=3,MANA={5}{U}
POWER=2 TOUGHNESS=2,MANA={1}{W}
POWER=1 TOUGHNESS=1,MANA={2}{G}
POWER=6 TOUGHNESS=5,MANA={2}{G}{G}
POWER=8 TOUGHNESS=8,MANA={4}{G}{G}{G}
POWER=0 TOUGHNESS=0,MANA=
POWER=2 TOUGHNESS=2,MANA={2}{B}
POWER=2 TOUGHNESS=2,MANA={1}{G}
POWER=1 TOUGHNESS=2,MANA={U}{U}
POWER=3 TOUGHNESS=3,MANA={3}{G}{G}
POWER=2 TOUGHNESS=2,MANA={1}{W}{W}
POWER=2 TOUGHNESS=3,MANA={2}{U}
POWER=3 TOUGHNESS=3,MANA={3}{W}{W}
POWER=3 TOUGHNESS=5,MANA={2}{R}{W}
POWER=3 TOUGHNESS=3,MANA={2}{R}{R}
POWER=2 TOUGHNESS=4,MANA={1}{U}{R}{W}
POWER=3 TOUGHNESS=3,MANA={3}{B}
POWER=0 TOUGHNESS=4,MANA={1}{G}
POWER=* TOUGHNESS=*,MANA={1}{B}{G}
POWER=0 TOUGHNESS=0,MANA={6}{G}
POWER=0 TOUGHNESS=4,MANA={1}{U}
POWER=2 TOUGHNESS=2,MANA={W}{W}
POWER=0 TOUGHNESS=0,MANA={5}
POWER=2 TOUGHNESS=2,MANA={1}{W}
POWER=6 TOUGHNESS=6,MANA={5}{R}
POWER=1 TOUGHNESS=1,MANA={R}
POWER=6 TOUGHNESS=6,MANA={6}{U}{U}
POWER=2 TOUGHNESS=2,MANA={G}{W}
POWER=1 TOUGHNESS=3,MANA={2}{B}
POWER=3 TOUGHNESS=3,MANA={3}{G}
POWER=8 TOUGHNESS=3,MANA={3}{B}{B}
POWER=2 TOUGHNESS=2,MANA={W}{W}
POWER=2 TOUGHNESS=*,MANA={2}{W}
POWER=3 TOUGHNESS=3,MANA={1}{U}{R}
POWER=2 TOUGHNESS=3,MANA={2}{B}{B}
POWER=2 TOUGHNESS=3,MANA={1}{W}{U}
POWER=5 TOUGHNESS=4,MANA={3}{B}{B}
POWER=3 TOUGHNESS=3,MANA={2}{B}
POWER=0 TOUGHNESS=2,MANA={1}{G}
POWER=2 TOUGHNESS=4,MANA={3}
POWER=0 TOUGHNESS=5,MANA={2}{U}
POWER=3 TOUGHNESS=3,MANA={3}{W}
POWER=* TOUGHNESS=*,MANA={4}{B}{B}{B}
POWER=2 TOUGHNESS=2,MANA={W}{B}
POWER=3 TOUGHNESS=3,MANA={3}{B}{B}
POWER=3 TOUGHNESS=3,MANA={3}{U}
POWER=0 TOUGHNESS=5,MANA={1}{B}{R}{G}
POWER=3 TOUGHNESS=3,MANA={2}{B}
POWER=2 TOUGHNESS=2,MANA={4}
POWER=0 TOUGHNESS=3,MANA={G}
POWER=1 TOUGHNESS=5,MANA={5}{U}
POWER=2 TOUGHNESS=2,MANA={3}
POWER=4 TOUGHNESS=4,MANA={3}{B}{G}
POWER=2 TOUGHNESS=2,MANA={1}{W}
POWER=2 TOUGHNESS=2,MANA={R}
POWER=2 TOUGHNESS=2,MANA={1}{W}
POWER=7 TOUGHNESS=7,MANA={5}{U}{R}
POWER=3 TOUGHNESS=2,MANA={2}{G}
POWER=1 TOUGHNESS=2,MANA={W}{W}
POWER=3 TOUGHNESS=3,MANA={2}{W}
POWER=2 TOUGHNESS=2,MANA={2}{U}
POWER=2 TOUGHNESS=2,MANA={4}{G}{G}
POWER=2 TOUGHNESS=3,MANA={2}{B}{B}
POWER=4 TOUGHNESS=4,MANA={3}{B}{B}
POWER=3 TOUGHNESS=2,MANA={2}{R}
POWER=1 TOUGHNESS=1,MANA={2}{G}
POWER=1 TOUGHNESS=2,MANA={1}{R}
POWER=3 TOUGHNESS=3,MANA={4}{R}
POWER=5 TOUGHNESS=5,MANA={B}{B}{B}
POWER=4 TOUGHNESS=5,MANA={7}{W}
POWER=3 TOUGHNESS=3,MANA={4}{B}
POWER=1 TOUGHNESS=1,MANA={1}{G}{W}
POWER=1 TOUGHNESS=1,MANA=
POWER=5 TOUGHNESS=5,MANA={5}{U}
POWER=1 TOUGHNESS=1,MANA={U}
POWER=1 TOUGHNESS=4,MANA={2}{U}
POWER=3 TOUGHNESS=5,MANA={4}{B}
POWER=5 TOUGHNESS=5,MANA={5}{R}{R}
POWER=3 TOUGHNESS=3,MANA={1}{U}{R}
POWER=1 TOUGHNESS=3,MANA={3}{U}
POWER=1 TOUGHNESS=4,MANA={1}{W}
POWER=3 TOUGHNESS=3,MANA={R}{G}{W}
POWER=2 TOUGHNESS=3,MANA={2}{B}{B}
POWER=5 TOUGHNESS=5,MANA={4}{W}{W}{U}
POWER=1 TOUGHNESS=2,MANA={W}
POWER=3 TOUGHNESS=3,MANA={2}{B}{R}
POWER=2 TOUGHNESS=2,MANA={1}{W}
POWER=1 TOUGHNESS=2,MANA={3}{G}
POWER=3 TOUGHNESS=7,MANA={4}{W}{W}
POWER=3 TOUGHNESS=3,MANA={3}{W}
POWER=1 TOUGHNESS=4,MANA={6}{U}{U}
POWER=3 TOUGHNESS=3,MANA={2}{R}
POWER=2 TOUGHNESS=1,MANA={1}{B}
POWER=3 TOUGHNESS=3,MANA={2}{B}{G}{G}
POWER=3 TOUGHNESS=1,MANA={3}{B}
POWER=2 TOUGHNESS=2,MANA={B}{R}
POWER=1 TOUGHNESS=2,MANA={W}
POWER=2 TOUGHNESS=2,MANA={1}{R}
POWER=3 TOUGHNESS=1,MANA=
POWER=2 TOUGHNESS=1,MANA={1}{W}
POWER=1 TOUGHNESS=2,MANA={1}{W}
POWER=5 TOUGHNESS=4,MANA={4}{B}
POWER=6 TOUGHNESS=6,MANA={4}{B}{B}
POWER=2 TOUGHNESS=2,MANA={2}{W}
POWER=4 TOUGHNESS=4,MANA={3}{R/G}{R/G}
POWER=1 TOUGHNESS=3,MANA={1}{G}
POWER=1 TOUGHNESS=1,MANA={2}{R}
POWER=4 TOUGHNESS=3,MANA={3}{R}
POWER=1 TOUGHNESS=3,MANA={1}{R}
POWER=5 TOUGHNESS=4,MANA={2}{R}{R}
POWER=2 TOUGHNESS=2,MANA={2}{R}
POWER=2 TOUGHNESS=3,MANA={3}{U}
POWER=2 TOUGHNESS=2,MANA={3}{R}
POWER=0 TOUGHNESS=5,MANA={3}{W}
POWER=4 TOUGHNESS=4,MANA={4}{B}{B}
POWER=2 TOUGHNESS=3,MANA={3}{U}
POWER=3 TOUGHNESS=1,MANA={2}{W}
POWER=1 TOUGHNESS=2,MANA={1}{R}
POWER=2 TOUGHNESS=1,MANA={1}{B}
POWER=6 TOUGHNESS=8,MANA={5}{G}{G}
POWER=* TOUGHNESS=*,MANA={3}{B}{B}
POWER=2 TOUGHNESS=3,MANA={3}{B}
POWER=2 TOUGHNESS=2,MANA={2}{R}
POWER=5 TOUGHNESS=4,MANA={4}{G}
POWER=3 TOUGHNESS=1,MANA={3}{B}
POWER=1 TOUGHNESS=1,MANA={2}
POWER=1 TOUGHNESS=1,MANA={1}{U}
POWER=6 TOUGHNESS=6,MANA={5}{U}{U}
POWER=1 TOUGHNESS=2,MANA={1}{G/U}{G/U}
POWER=4 TOUGHNESS=5,MANA={7}
POWER=5 TOUGHNESS=3,MANA={4}{B}
POWER=1 TOUGHNESS=1,MANA={R}
POWER=6 TOUGHNESS=6,MANA={2}{B}{B}{R}{R}
POWER=2 TOUGHNESS=1,MANA={1}{R} // {R}
POWER=3 TOUGHNESS=5,MANA={5}{W}
POWER=3 TOUGHNESS=3,MANA={5}{G}
POWER=3 TOUGHNESS=4,MANA={1}{U}{B}{B}
POWER=2 TOUGHNESS=1,MANA={2}
POWER=3 TOUGHNESS=2,MANA={2}{W}
POWER=4 TOUGHNESS=3,MANA={2}{R}{W}
POWER=3 TOUGHNESS=3,MANA={3}{W}{W}
POWER=6 TOUGHNESS=5,MANA={5}{U} // {1}{U}
POWER=0 TOUGHNESS=0,MANA={3}{U}
POWER=5 TOUGHNESS=6,MANA={5}{U}{U} // {2}{U}
POWER=3 TOUGHNESS=3,MANA={2}{G}{U}
POWER=0 TOUGHNESS=4,MANA={3}
POWER=3 TOUGHNESS=2,MANA={4}{U}
POWER=1 TOUGHNESS=1,MANA={1}{G}
POWER=2 TOUGHNESS=2,MANA={R}{G}
POWER=1 TOUGHNESS=1,MANA={1}{B}
POWER=4 TOUGHNESS=3,MANA={4}{G}
POWER=3 TOUGHNESS=3,MANA={B}{R}{G}
POWER=1 TOUGHNESS=1,MANA={1}{W}{U}
POWER=2 TOUGHNESS=1,MANA={1}{B}
POWER=1 TOUGHNESS=1,MANA={1}{B}
POWER=6 TOUGHNESS=5,MANA={4}{R}{R}
POWER=2 TOUGHNESS=2,MANA={1}{U}{U}
POWER=1 TOUGHNESS=2,MANA={1}{G}
POWER=6 TOUGHNESS=4,MANA={7}
POWER=4 TOUGHNESS=6,MANA={3}{R}{R}
POWER=4 TOUGHNESS=5,MANA={4}{R}
POWER=1 TOUGHNESS=4,MANA={U}{B}
POWER=6 TOUGHNESS=6,MANA={4}{U}{R}
POWER=4 TOUGHNESS=4,MANA={2}{R}{W}
POWER=2 TOUGHNESS=2,MANA={1}{R}
POWER=3 TOUGHNESS=3,MANA={2}{U}{R}{W}
POWER=2 TOUGHNESS=3,MANA={1}{B}
POWER=2 TOUGHNESS=1,MANA={1}{G}
POWER=2 TOUGHNESS=2,MANA={1}{G}
POWER=3 TOUGHNESS=4,MANA={6}{U}{U}{U}
POWER=2 TOUGHNESS=2,MANA={3}{W}
POWER=3 TOUGHNESS=1,MANA={3}{U}
POWER=2 TOUGHNESS=1,MANA={U}
POWER=5 TOUGHNESS=4,MANA={3}{B}{B}
POWER=4 TOUGHNESS=4,MANA={2}{R}{R}
POWER=3 TOUGHNESS=2,MANA={2}{G}
POWER=2 TOUGHNESS=4,MANA={2}{W}{B}
POWER=2 TOUGHNESS=2,MANA={2}{G}
POWER=1 TOUGHNESS=4,MANA={1}{B}{B}
POWER=4 TOUGHNESS=4,MANA={3}{U}{U}{B}{B}
POWER=6 TOUGHNESS=6,MANA={4}{B}{B}
POWER=1 TOUGHNESS=3,MANA={4}
POWER=1 TOUGHNESS=2,MANA={2}{W}
POWER=1 TOUGHNESS=1,MANA={1}{G}
POWER=2 TOUGHNESS=2,MANA={4}{G}
POWER=1 TOUGHNESS=2,MANA={1}{G}
POWER=* TOUGHNESS=*,MANA={G/U}{G/U}{G/U}{G/U}{G/U}
POWER=2 TOUGHNESS=2,MANA={2}{G}
POWER=2 TOUGHNESS=3,MANA={1}{W}{U}
POWER=3 TOUGHNESS=3,MANA={1}{G}
